Property Address,Property Name,PropertyType,Building Status,Submarket Cluster,Submarket Name,City,State,Zip,County Name,Year Built,Number Of Stories,Year Renovated,Number Of Parking Spaces,Parking Ratio,RBA,Max Building Contiguous Space,Smallest Available Space,Total Available Space (SF),Direct Available Space,Direct Vacant Space,Sublet Available Space,Average Weighted Rent,Percent Leased,Office Space,Building Tax Expenses,Building Operating Expenses,Sublet Services,Direct Services,Leasing Company Name,Leasing Company City State Zip,Leasing Company Phone,Leasing Company Fax,Primary Agent Name,Property Manager Name,Developer Name,Owner Name,Features,Power,Ceiling Ht,Number Of Loading Docks,Drive Ins,Column Spacing,Sprinklers,Number Of Cranes,Construction Material,Rail Lines,Heating,Sewer,Water,Gas,PropertyID,Avg Rent-Direct (Industrial),Avg Rent-Sublet (Industrial),Building Park,Land Area (AC),Latitude,Longitude,Owner Address,Owner City State Zip,Owner Contact,Owner Phone,Property Manager Address,Property Manager City State Zip,Property Manager Contact,Property Manager Phone,Recorded Owner Address,Recorded Owner City State Zip,Recorded Owner Contact,Recorded Owner Name,Recorded Owner Phone,Rent Type,Rent/SF/Yr,Sale Company Address,Sale Company City State Zip,Sale Company Contact,Sale Company Fax,Sale Company Name,Sale Company Phone,Sales Company,Sales Contact,Sales Contact Phone,True Owner Address,True Owner City State Zip,True Owner Contact,True Owner Name,True Owner Phone,Zoning,Anchor Tenants,Building Class,Fema Flood Zone,Flood Risk Area,Floodplain Area,For Sale Price,Fund Name,Last Sale Date,Last Sale Price,Leasing Company Address,Leasing Company Contact,Star Rating,Tax Year,Taxes Per SF,Taxes Total,Tenancy,Total Buildings
6200 E Broad St,Columbus High Tech,Industrial,Demolished,Northeast,Airport,Columbus,OH,,Franklin,1958,1,,1250,,1387423,,,,,0,,-,,,2021 Tax @ $0.08/sf,2021 Tax @ $0.08/sf,,,CBRE,"Columbus, OH 43215-4138",6144305030,6142241767,Michael Mullady,,,Trident Capital Group,,600a/800v,"30'0""",22,"2/12'0""w x 14'0""h",40-60'w x 60'd,Wet,,Steel,,Gas,City,City,Natural,495962,,,,84,39.98336,-82.83771,15 Broad St Suite # 200,"Boston, MA 02109-3803",Peter Walter,7812399711,,,,,6200 Broad,"Columbus, OH 43213",,Trident Barrow Mgmt 1 Llc,,,Not Disclosed,,,,,,,,,,15 Broad St Suite # 200,"Boston, MA 02109-3803",Peter Walter,Trident Capital Group,7812399711,M-1,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,12/11/03 0:00,14000000,200 Civic Center Dr Suite # 14th Floor,Michael Mullady,2,2021,0.08,111407.74,Multi,
8655 E Broad St,,Industrial,Existing,Licking County,Licking County,Reynoldsburg,OH,43068,Licking,,1,,680,1.12,689271,,,,,0,,-,100,,2021 Tax @ $0.09/sf,2021 Tax @ $0.09/sf,,,,,,,,,,Distribution Center 457a Llc,Fenced Lot,,,,"2/9'0""w x 12'0""h",,,,Masonry,,,,,,1015201,,,,47.52,39.983617,-82.77057,3 Limited Pky,"Columbus, OH 43230-1467",,,,,,,3 Limited Pky,"Columbus, OH 43230-1467",,Distribution Center 457a Llc,,,$5.39 - 6.58 (Est.),,,,,,,,,,,,,,,,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,3,2021,0.09,64613.36,Single,
1904 Buckeye Yard,,Industrial,Proposed,Northwest,Hilliard,Columbus,OH,43228,Franklin,,1,,,,910994,910994,910994,910994,0,0,0,-,0,,,,,,,,,,,,,,,2000a/277-480v 3p,"40'0""",164,4,56'w x 50'd,ESFR,,,,,,,,13896409,,,,45.68,39.9918733,-83.1313314,,,,,,,,,,,,,,,Not Disclosed,,,,,,,,,,,,,,,,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,4,,,,,
6200-6250 Canal Winchester Blvd,WLP I,Industrial,Existing,Southeast,Southeast,Canal Winchester,OH,43110,Franklin,2020,1,,273,0.49,555925,,,,,0,,-,100,,2021 Tax @ $0.16/sf,2021 Tax @ $0.16/sf,,,JLL,"Columbus, OH 43215-2232",6144604421,6142211461,Brian Marsh,,The Opus Group,"STAG Industrial, Inc.",,,"36'0""",56,4,54'w x 50'd,ESFR,,Reinforced Concrete,,,,,,11080390,,,Winchester Logistics Park,46.233,39.8577489,-82.8354309,1 Federal St,"Boston, MA 02110-2012",,6175744777,,,,,1 Federal St,"Boston, MA 02110-2012",,"STAG Industrial Holdings, LLC",6175744777,,$3.63 - 4.44 (Est.),,,,,,,,,,1 Federal St,"Boston, MA 02110-2012",,"STAG Industrial, Inc.",6175744777,C,,A,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,9/15/21 0:00,,375 N Front St,Brian Marsh,4,2021,0.16,87831.52,,
400 Case Ave,,Industrial,Existing,Licking County,Licking County,Newark,OH,43055-5805,Licking,1970,1,,100,,1152432,,,,,0,,-,100,,2021 Tax @ $0.08/sf,2021 Tax @ $0.08/sf,,,,,,,,Owens Corning,,Owens Corning,"Property Manager on Site, Signage",,"28'0""",4,"2/10'0""w x 12'0""h",,,,Reinforced Concrete,,,,,,496456,,,,85.950781,40.069009,-82.402815,1 Owens Corning Pky,"Toledo, OH 43659-1000",,4192488000,400 Case Ave,"Newark, OH 43055-5805",,7403452557,13597 Dodds Rd,"Newark, OH 43056",,Hotwire Holdings Llc,,,$5.10 - 6.24 (Est.),,,,,,,,,,1 Owens Corning Pky,"Toledo, OH 43659-1000",,Owens Corning,4192488000,,,B,The base floodplain where base flood elevations are provided. AE Zones are now used on new format FIRMs instead of A1-A30 Zones.,High Risk Areas,100-year Floodplain,,,,,,,3,2021,0.08,93838.76,Single,
5255-5271 Centerpoint Pky,CP #2,Industrial,Existing,Southeast,Southeast,Groveport,OH,43125,Franklin,2007,1,,408,0.79,516025,,,,,0,,-,100,,2021 Tax @ $0.13/sf,2021 Tax @ $0.13/sf,,,,,,,,,,"Blackstone Real Estate Income Trust, Inc.",,200a/277-480v,"32'0""",50,4,50'w x 56'd,ESFR,,Reinforced Concrete,,,,,Yes,1356533,,,Centerpoint Business Park,24.109986,39.8532455,-82.9280737,345 Park Ave Suite # 1100,"New York, NY 10154-0004",,2125835000,,,,,345 Park Av,"New York, NY 10154-0004",,Bre/ex Properties Llc,,,$4.93 - 6.02 (Est.),,,,,,,,,,345 Park Ave Suite # 1100,"New York, NY 10154-0004",,"Blackstone Real Estate Income Trust, Inc.",2125835000,,,A,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,9/26/19 0:00,,,,5,2021,0.13,69641.42,Multi,
5300 Centerpoint Pky,CP#4,Industrial,Existing,Southeast,Southeast,Groveport,OH,43125-2501,Franklin,2014,1,,120,0.2,581342,,,,,0,,-,100,,2021 Tax @ $0.01/sf,2021 Tax @ $0.01/sf,,,Colliers,"Columbus, OH 43215",6144105628,6144369700,Michael Linder,The RMR Group,,Industrial Logistics Properties Trust,,,,76,"4/12'0""w x 14'0""h",,,,Reinforced Concrete,,,,,,7402519,,,Centerpoint Business Park,36.564,39.8555469,-82.9191908,255 Washington St,"Newton, MA 02458-1726",,6172191460,11 Dupont Cir NW Suite # 775,"Washington, DC 20036-1207",Bill Stevens,2028684259,220 E 42nd St,"New York, NY 10017",,G & I X INDUSTRIAL OH KY LLC,,,$4.53 - 5.54 (Est.),,,,,,,,,,255 Washington St,"Newton, MA 02458-1726",,Industrial Logistics Properties Trust,6172191460,,,A,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,1/29/15 0:00,,2 Miranova Pl Suite # 900,Michael Linder,5,2021,0.01,5451.74,Single,1
1011 Cleveland Ave,Rogue Fitness,Industrial,Existing,Northeast,N Central Columbus,Columbus,OH,43201-3706,Franklin,2017,1,,60,2.6,600000,,,,,0,,-,100,,,,,,,"Columbus, OH 43201-3706",,6143407206,,,Wagenbrenner Professional Real Estate Services,"Dublin Millwork, Inc.",,,,15,"1/12'0""w x 14'0""h",,,,Reinforced Concrete,,,,,,9671995,,,,31,39.985428,-82.9906278,7575 S Fishel Dr,"Dublin, OH 43016-8821",Wilbur Strait,6148897776,,,,,269 SE National Rd,"Hebron, OH 43025",,Strait Real Estate Llc 2 Ltd,,,$6.21 - 7.59 (Est.),,,,,,,,,,7575 S Fishel Dr,"Dublin, OH 43016-8821",Wilbur Strait,"Dublin Millwork, Inc.",6148897776,Commercial,,A,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,1011 Cleveland Ave,,4,2021,0,790.8,Single,1
1025 Cleveland Ave,,Industrial,Demolished,Northeast,N Central Columbus,Columbus,OH,43201-3706,Franklin,1940,2,,,,958320,,,,,0,,-,,,,,,,,,,,,Milo-Grogan Community Urban Redevelopment Corp,,,Fenced Lot,3p,"30'0""",,None,,,,Masonry,,,City,City,Natural,494897,,,,24,39.985034,-82.991234,,,,,1025 Cleveland Ave,"Columbus, OH 43201    ",Chester Stromsky,,,,,,,,Not Disclosed,,,,,,,,,,,,,,,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,3,,,,Multi,
2790 Columbus Rd,,Industrial,Existing,Licking County,Licking County,Granville,OH,43023-1252,Licking,1979,1,,80,0.12,650000,,,,,0,,-,100,,2021 Tax @ $0.29/sf,2021 Tax @ $0.29/sf,,,,,,,,,,Owens Corning,"Fenced Lot, Signage",,,,"4/10'0""w x 12'0""h",,,,Metal,,,,,,496468,,,,205.82,40.055993,-82.548007,1 Owens Corning Pky,"Toledo, OH 43659-1000",,4192488000,,,,,1 Owens Corning Pky,"Toledo, OH 43659-1000",,Owens Corning,4192485660,,$5.10 - 6.24 (Est.),,,,,,,,,,1 Owens Corning Pky,"Toledo, OH 43659-1000",,Owens Corning,4192488000,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,3,2021,0.29,190535.54,Single,
Columbus Logistics Park West - Bldg III,,Industrial,Proposed,Madison County,Madison County,West Jefferson,OH,43162,Madison,2024,1,,493,0.83,596000,596000,295000,596000,0,0,0,-,0,,,,,,Colliers,"Columbus, OH 43215",6144105628,6144369700,Michael Linder,,,,,,"40'0""",60,4,,,,,,,,,,12793180,,,,38,39.9436326,-83.3444711,,,,,,,,,,,,,,,Not Disclosed,,,,,,,,,,,,,,,,,A,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,2 Miranova Pl Suite # 900,Michael Linder,4,,,,,
Columbus Logistics Park West - Bldg II,,Industrial,Proposed,Madison County,Madison County,West Jefferson,OH,43162,Madison,2024,1,,461,0.43,1060000,1060000,240000,1060000,0,0,0,-,0,,,,,,Colliers,"Columbus, OH 43215",6144105628,6144369700,Michael Linder,,,,,,"40'0""",,,,,,,,,,,,12793168,,,,82,39.9433916,-83.3388713,,,,,,,,,,,,,,,Not Disclosed,,,,,,,,,,,,,,,,,A,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,2 Miranova Pl Suite # 900,Michael Linder,4,,,,,
6405 Commerce Ct,Groveport Commerce Center 6405,Industrial,Existing,Southeast,Southeast,Groveport,OH,43125-1187,Franklin,2005,1,,230,0.34,667672,,,,,0,,-,100,,2021 Tax @ $1.10/sf,2021 Tax @ $1.10/sf,,,,,,,,,Duke Realty Corporation,"Prologis, LP.",,480a/270v,"32'0""",37,"3/9'0""w x 12'0""h",,ESFR,,Reinforced Concrete,,,,,,5061059,,,Groveport Commerce Center,41.28,39.842171,-82.9004092,Pier 1 Suite # Bay 1,"San Francisco, CA 94111",,4153949000,,,,,Po Box 40509,"Indianapolis, IN 46240-0509",,Duke Secured Financing 2009 1alz Llc,,,$4.38 - 5.35 (Est.),,,,,,,,,,Pier 1 Suite # Bay 1,"San Francisco, CA 94111",,"Prologis, LP.",4153949000,Industrial,,A,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,10/3/22 0:00,24448796,,,4,2021,1.1,733848.38,Single,
15 Commerce Pky,Mars Petcare,Industrial,Existing,Madison County,Madison County,West Jefferson,OH,43162,Madison,2011,1,,160,0.12,1305000,,,,,0,,-,100,,2021 Tax @ $0.06/sf,2021 Tax @ $0.06/sf,,,JLL,"Columbus, OH 43215-2232",6144604407,6142211461,Dan Wendorf,,,Granite REIT Holdings Limited Partnership,"Fenced Lot, Signage",,,100,None,,,,Reinforced Concrete,,,,,,8145252,,,Park 70 at West Jefferson,78,39.9517786,-83.3369434,77 King St W,"Toronto, ON M5K 2A1",,6479257500,,,,,,,,Granite 15 Commerce Pkwy Llc,,,$5.72 - 6.99 (Est.),,,,,,,,,,77 King St W,"Toronto, ON M5K 2A1",,Granite REIT Holdings Limited Partnership,6479257500,"PCD, West Jefferson",,A,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,5/23/18 0:00,71822200,375 N Front St,Dan Wendorf,5,2021,0.06,76821.96,Single,
44 Commerce Pky,West Jeff One,Industrial,Existing,Madison County,Madison County,West Jefferson,OH,43162-9419,Madison,2022,1,,461,0.42,1090000,1090000,1090000,1090000,1090000,1090000,0,-,0,,,,,,JLL,"Columbus, OH 43215-2232",6144604407,6142211461,Dan Wendorf,,Pizzuti,Stonemont Financial Group,,2000a/277-480v 3p,"40'0""",110,4,56'w x 50'd,ESFR,,Steel,,,,,,12304913,,,,84,39.9443629,-83.3525455,3280 Peachtree Rd NE Suite # 2770,"Atlanta, GA 30305-2430",,4048463200,,,,,,,,"SFG West Jeferson, LLC",,,$4.32 - 5.28 (Est.),,,,,,,,,,3280 Peachtree Rd NE Suite # 2770,"Atlanta, GA 30305-2430",,Stonemont Financial Group,4048463200,,,A,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,8/3/22 0:00,63333100,375 N Front St,Dan Wendorf,5,2021,0,1787.93,Multi,
120 Commerce Pky,West Jefferson Commerce Park,Industrial,Proposed,Madison County,Madison County,West Jefferson,OH,43162,Madison,2025,1,,,0,731200,731200,731200,731200,0,0,0,-,0,,2021 Tax @ $0.04/sf,2021 Tax @ $0.04/sf,,,Centerpoint Development,"Columbus, OH 43215-5078",6144366100,,Brad Johnson,,,Centerpoint Development,,,,,,,,,,,,,,,10146923,,,,,39.9422402,-83.3543781,2 Miranova Pl Suite # 900,"Columbus, OH 43215-5078",Brad Johnson,6144366100,,,,,,,,,,,Not Disclosed,,,,,,,,,,2 Miranova Pl Suite # 900,"Columbus, OH 43215-5078",Brad Johnson,Centerpoint Development,6144366100,PID,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,2 Miranova Pl Suite # 900,Brad Johnson,4,2021,0.04,27813.57,,
6001 Commerce Center Dr,Gap Distribution Center,Industrial,Existing,Southeast,Southeast,Groveport,OH,43125,Franklin,2001,1,,480,,856941,,,,,0,,-,100,,2021 Tax @ $1.02/sf,2021 Tax @ $1.02/sf,,,,,,,,,Duke Realty Corporation,Gap,,,"32'0""",,"4/9'0""w x 12'0""h",,,,,,,,,,538234,,,,69.199054,39.849113,-82.912042,6001 Commerce Center Dr,"Groveport, OH 43125    ",,6144097000,,,,,,,,,,,$4.18 - 5.11 (Est.),,,,,,,,,,6001 Commerce Center Dr,"Groveport, OH 43125    ",,Gap,6144097000,,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,4,2021,1.02,870449.94,Single,
1450 Commodity Blvd,,Industrial,Existing,Southeast,Southeast,Lockbourne,OH,43137,Franklin,2005,1,,300,0.44,500000,,,,,0,,-,100,,2021 Tax @ $0.98/sf,2021 Tax @ $0.98/sf,,,,,,,,,FedOne,Mapletree Investments Pte Ltd,"Fenced Lot, Security System",2000a/277-480v 3p,"34'0""",57,"3/10'0""w x 14'0""h",50'w x 50'd,ESFR,,Reinforced Concrete,CSX,Gas,City,City,Natural,691646,,,Eastport Business Park,25.79,39.836435,-82.958393,10 Pasir Panjang Rd Suite # 13-01,"Singapore, SGP 117438",Franco Crisafulli,63776177,,,,,251 Little Falls Dr,"Wilmington, DE 19808",,Mel Myrie,8472075755,,$4.31 - 5.26 (Est.),,,,,,,,,,10 Pasir Panjang Rd Suite # 13-01,"Singapore, SGP 117438",Franco Crisafulli,Mapletree Investments Pte Ltd,63776177,M,,A,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,4/26/18 0:00,23800000,,,5,2021,0.98,491785.02,Single,
1500 Commodity Blvd,,Industrial,Existing,Southeast,Southeast,Lockbourne,OH,43137-9277,Franklin,2000,1,,70,0.73,500000,,,,,0,,-,100,5799,2021 Tax @ $0.98/sf,2021 Tax @ $0.98/sf,,,,,,,,,FedOne,Mapletree Real Estate Advisors Pte. Ltd,,1200a/277-480v 3p,"32'0""",68,"2/9'0""w x 14'0""h",50'w x 50'd,ESFR,,Masonry,CSX,Gas,City,City,Natural,567945,,,Eastport Business Park,26,39.836216,-82.955433,10 Pasir Panjang Rd Suite # 13-01,"Singapore, SGP 117438",,68074159,,,,,251 Little Falls Dr,"Wilmington, DE 19808",,Mel Myrie,8472075755,,$5.49 - 6.71 (Est.),,,,,,,,,,10 Pasir Panjang Rd Suite # 13-01,"Singapore, SGP 117438",,Mapletree Real Estate Advisors Pte. Ltd,68074159,"M1, Columbus",,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,4/26/18 0:00,23300000,,,4,2021,0.98,491785.02,Single,
2120 Creekside Pky,CreekSide 2120,Industrial,Existing,Southeast,Southeast,Lockbourne,OH,43137,Franklin,2008,1,,90,0.14,613312,,,,,0,,-,100,,2021 Tax @ $0.15/sf,2021 Tax @ $0.15/sf,,,,,,,,,Pizzuti,"Prologis, LP.",Fenced Lot,200a/277-480v,"30'0""",48,"2/14'0""w x 14'0""h",48'w x 50'd,ESFR,,Reinforced Concrete,,Gas,,,,1541952,,,CreekSide Industrial Park,36.9,39.8422802,-82.9482343,Pier 1 Suite # Bay 1,"San Francisco, CA 94111",,4153949000,,,,,Po Box 40509,"Indianapolis, IN 46240-0509",,Duke Realty Ohio,,,$4.37 - 5.35 (Est.),,,,,,,,,,Pier 1 Suite # Bay 1,"San Francisco, CA 94111",,"Prologis, LP.",4153949000,M1,,A,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,10/3/22 0:00,22458243,,,4,2021,0.15,91906.98,Multi,
2450 Creekside Pky,Creekside IX,Industrial,Existing,Southeast,Southeast,Lockbourne,OH,43137,Franklin,2015,1,,178,0.15,652195,,,,,0,,-,100,,2021 Tax @ $0.07/sf,2021 Tax @ $0.07/sf,,,Lee & Associates,"Dublin, OH 43016    ",6149233300,6149233301,Dax Hudson,,,DRA Advisors,Monument Signage,200a/277-480v,"34'0""",72,"4/12'0""w x 14'0""h",50'w,ESFR,,Reinforced Concrete,,Gas,,,Yes,9419426,,,,40.76,39.84807,-82.950308,575 Fifth Ave,"New York, NY 10017-2422",,2126974740,,,,,575 Fifth Ave Suite # 38,"New York, NY 10017",,G&I X INDUSTRIAL OH KY LLC,,,$4.54 - 5.55 (Est.),,,,,,,,,,575 Fifth Ave,"New York, NY 10017-2422",,DRA Advisors,2126974740,,,A,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,DRA Growth & Income Fund IX,12/12/19 0:00,,6175 Emerald Pky,Dax Hudson,5,2021,0.07,48224.4,Single,1
2750 Creekside Pky,Creekside VII-Great Lakes Logistics Center,Industrial,Existing,Southeast,Southeast,Lockbourne,OH,43137-9271,Franklin,1998,1,,110,0.17,643039,,,,,0,,-,100,9007,2021 Tax @ $1.05/sf,2021 Tax @ $1.05/sf,,,Colliers,"Columbus, OH 43215",6144105628,6144369700,Michael Linder,,Pizzuti,Premium Guard Incorporated,"Fenced Lot, Front Loading, Security System",,,69,"1/10'0""w x 14'0""h",50'w x 50'd,ESFR,,Reinforced Concrete,,,,,,496322,,,Creekside Industrial Center,33.98,39.8517918,-82.9506407,90 Broad St Suite # 1504,"New York, NY 10004-2205",,2123442200,,,,,4770 Hickory Hill Rd,"Memphis, TN 38141",,PG Properties 17 LLC,,,$3.47 - 4.25 (Est.),,,,,,,,,,90 Broad St Suite # 1504,"New York, NY 10004-2205",,Premium Guard Incorporated,2123442200,PID,,B,"Area of minimal flood hazard, usually depicted on FIRMs as above the 500-year flood level.",Moderate to Low Risk Areas,500-year Floodplain,,,3/31/22 0:00,35225909,2 Miranova Pl Suite # 900,Michael Linder,4,2021,1.05,675754.44,Single,
3051 Creekside Pky,,Industrial,Existing,Southeast,Southeast,Lockbourne,OH,43137,Franklin,2006,1,,622,0.84,737471,,,,,0,,-,100,,2021 Tax @ $0.13/sf,2021 Tax @ $0.13/sf,,,,,,,,,,"Blackstone Real Estate Income Trust, Inc.",,,"34'0""",75,"6/12'0""w x 14'0""h",48'w x 50'd,ESFR,,Reinforced Concrete,,,,,,5588550,,,,37,39.850256,-82.944807,345 Park Ave Suite # 1100,"New York, NY 10154-0004",,2125835000,,,,,4350 Baker Rd,,,Wpt Creekside Parkway Lp,,,$5.10 - 6.23 (Est.),,,,,,,,,,345 Park Ave Suite # 1100,"New York, NY 10154-0004",,"Blackstone Real Estate Income Trust, Inc.",2125835000,"PID, Village of Obetz",,A,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,10/20/21 0:00,37452108,,,4,2021,0.13,97107.96,Single,
2190 W Creekside Pky,Creekside XXIV-Continental Tire,Industrial,Existing,Southeast,Southeast,Lockbourne,OH,43137,Franklin,2002,1,,115,0.15,766571,,,,,0,,-,100,,2021 Tax @ $1.11/sf,2021 Tax @ $1.11/sf,,,EQT Exeter,"Columbus, OH 43215-5777",6143339747,,Graham Gardner,,Pizzuti,EQT Exeter,Fenced Lot,3p,"28'0""",58,"1/9'0""w x 14'0""h",45'w,ESFR,,Reinforced Concrete,,,City,City,Natural,655103,,,Creekside Industrial Center,41.4,39.841699,-82.951671,100 Matsonford Rd Suite # 250,"Radnor, PA 19087-4559",,6108283200,,,,,140 W Germantown Pike Suite # 150,"Plymouth Meeting, PA 19462-1421",,Big Box Property Owner E LLC,,,$4.23 - 5.17 (Est.),,,,,,,,,,100 Matsonford Rd Suite # 250,"Radnor, PA 19087-4559",,EQT Exeter,6108283200,"C3, Columbus",,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,12/17/15 0:00,31950000,605 S Front St,Graham Gardner,4,2021,1.11,853552.68,Multi,
5330 Crosswinds Dr,,Industrial,Existing,Southwest,SW Columbus,Columbus,OH,43228,Franklin,1989,1,,200,0.19,1014592,,,,,0,,-,100,3500,2021 Tax @ $0.76/sf,2021 Tax @ $0.76/sf,,,,,,,,,Keko Industries,"STAG Industrial, Inc.","Fenced Lot, Signage",480v,"32'0""",120,"2/10'0""w x 12'0""h",,Yes,,Reinforced Concrete,,,,,,495577,,,,65.149,39.924405,-83.137473,1 Federal St,"Boston, MA 02110-2012",,6175744777,,,,,1 Federal St Suite # Floor 23,"Boston, MA 02110-2012",,STAG Industrial Holdings LLC,6175744777,,$5.74 - 7.00 (Est.),,,,,,,,,,1 Federal St,"Boston, MA 02110-2012",,"STAG Industrial, Inc.",6175744777,,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,12/22/20 0:00,55550000,,,4,2021,0.76,771162.35,Single,
1127-1205 Dearborn Dr,Worthington Indust,Industrial,Existing,Northeast,Worthington,Worthington,OH,43085-4920,Franklin,1975,1,,100,,1170000,,,,,0,,-,100,,2021 Tax @ $0.20/sf,2021 Tax @ $0.20/sf,,,,,,,,Worthington Steel Co,,"Worthington Industries, Inc",Property Manager on Site,,"18'0""",2,"18/10'0""w x 12'0""h",,,,Metal,,,,,,496071,,,1127 - 1205 Dearborn,57,40.112111,-82.985849,200 W Old Wilson Bridge Rd,"Worthington, OH 43085-2247",,6144383210,1127-1205 Dearborn Dr,"Worthington, OH 43085-4920",Bruce Ruhl,8009442255,1127-1205 Dearborn Dr,"Worthington, OH 43085-4920",,Worthington Steel Co,8009442255,,$7.36 - 8.99 (Est.),,,,,,,,,,200 W Old Wilson Bridge Rd,"Worthington, OH 43085-2247",,"Worthington Industries, Inc",6144383210,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,3,2021,0.2,233296.54,Single,
800 S Dupont Rd,DuPont,Industrial,Existing,Pickaway County,Pickaway County,Circleville,OH,43113,Pickaway,1980,1,,450,,1000000,,,,,0,,-,100,,2021 Tax @ $0.18/sf,2021 Tax @ $0.18/sf,,,,,,,,,,DuPont,Fenced Lot,,,6,"8/12'0""w x 14'0""h",,,,Metal,,,,,,496526,,,,200,39.559501,-82.970809,974 Centre Rd Suite # 730,"Wilmington, DE 19805-1269",,8333387668,,,,,974 Centre Rd,"Wilmington, DE 19805-1269",,DuPont Specialty Products,3029993343,,$5.70 - 6.97 (Est.),,,,,,,,,,974 Centre Rd Suite # 730,"Wilmington, DE 19805-1269",,DuPont,8333387668,,,C,The base floodplain where base flood elevations are provided. AE Zones are now used on new format FIRMs instead of A1-A30 Zones.,High Risk Areas,100-year Floodplain,,,,,,,3,2021,0.18,180115.32,Single,
10 Enterprise Pky,,Industrial,Existing,Madison County,Madison County,West Jefferson,OH,43162,Madison,2014,1,2019,163,0.11,786193,,,,,0,,-,100,,2021 Tax @ $0.06/sf,2021 Tax @ $0.06/sf,,,,,,,,,,Granite REIT Holdings Limited Partnership,,Heavy,,84,"2/12'0""w x 14'0""h",,,,Reinforced Concrete,,,,,,9261213,,,Park 70 at West Jefferson,39.931,39.943202,-83.326534,77 King St W,"Toronto, ON M5K 2A1",,6479257500,,,,,77 King St W,,,Granite Llc,,,$5.89 - 7.20 (Est.),,,,,,,,,,77 King St W,"Toronto, ON M5K 2A1",,Granite REIT Holdings Limited Partnership,6479257500,"PCD, West Jefferson",,A,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,5/23/18 0:00,38240000,,,5,2021,0.06,44061.46,Single,
