current_occupant,business_name,tradestyle_name,duns,subject_address_full,website,phone,naics_code,naics_description,sic_code,sic_description,employees_at_location,year_started,type_of_location,company_address_line_1,company_address_city,company_address_state,company_address_postal_code,subject_address_line_1,subject_address_city,subject_address_state,subject_address_postal_code,reonomy_property_id,apn,longitude,latitude
Public Storage,Public Storage,,116844560,"1326 DUBLIN RD, COLUMBUS, OH 43215",www.publicstorage.com,6146366197,531130,Lessors of Miniwarehouses and Self-Storage Units,42259903,"Warehousing, self storage",2,2018,Single Location,1326 Dublin Rd,Columbus,OH,43215,1326 Dublin Rd,Columbus,OH,43215,3b95c9e1-8914-5519-87b6-866acf617399,010-129542,-83.060961,39.979335
"Homage, LLC","Homage, LLC",,079792137,"BRIDGEWAY AVE, COLUMBUS, OH 43219",www.homage.com,6146264843,458110,Clothing and Clothing Accessories Retailers,56519901,Jeans stores,19,,Branch,4480 Bridgeway Ave,Columbus,OH,43219,Bridgeway Ave,Columbus,OH,43219,38c36e8a-a3ea-5915-8692-cabe342d054f,520-293795,-82.891909,40.007263
Applus RTD,Applus RTD,,070165609,"BRIDGEWAY AVE, COLUMBUS, OH 43219",,6143388149,541990,"All Other Professional, Scientific, and Technical Services",73890200,Inspection and testing services,1,2016,Single Location,4480 Bridgeway Ave,Columbus,OH,43219,Bridgeway Ave,Columbus,OH,43219,38c36e8a-a3ea-5915-8692-cabe342d054f,520-293795,-82.891909,40.007263
Airside One LLC,Airside One LLC,,038020928,"BRIDGEWAY AVE, COLUMBUS, OH 43219",,6142376513,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),65120101,Bank building operation,2,2016,Single Location,4480 Bridgeway Ave,Columbus,OH,43219,Bridgeway Ave,Columbus,OH,43219,38c36e8a-a3ea-5915-8692-cabe342d054f,520-293795,-82.891909,40.007263
"Kiefner & Associates, Inc","Kiefner & Associates, Inc",,802218081,"BRIDGEWAY AVE, COLUMBUS, OH 43219",www.kiefner.com,6148888220,541330,Engineering Services,87119903,Consulting engineer,15,2011,HQ,4480 Bridgeway Ave Ste D,Columbus,OH,43219,Bridgeway Ave,Columbus,OH,43219,38c36e8a-a3ea-5915-8692-cabe342d054f,520-293795,-82.891909,40.007263
"Homage, LLC","Homage, LLC",Homage,825175933,"BRIDGEWAY AVE, COLUMBUS, OH 43219",www.homage.com,8123452600,458110,Clothing and Clothing Accessories Retailers,56510000,Family clothing stores,25,2007,HQ,4480 Bridgeway Ave,Columbus,OH,43219,Bridgeway Ave,Columbus,OH,43219,38c36e8a-a3ea-5915-8692-cabe342d054f,520-293795,-82.891909,40.007263
Roto-Rooter Services Company,Roto-Rooter Services Company,Roto-Rooter,042620257,"BRIDGEWAY AVE, COLUMBUS, OH 43219",www.rotorooter.com,6142388006,562991,Septic Tank and Related Services,76990403,Sewer cleaning and rodding,36,,Branch,4480 Bridgeway Ave Ste B,Columbus,OH,43219,Bridgeway Ave,Columbus,OH,43219,38c36e8a-a3ea-5915-8692-cabe342d054f,520-293795,-82.891909,40.007263
OH Maintenance LLC,OH Maintenance LLC,,117649174,"5140 TRABUE RD, COLUMBUS, OH 43228",www.ohmaintenance.com,6142888907,541320,Landscape Architectural Services,07810200,Landscape services,1,2020,Single Location,5140 Trabue Rd Unit 602,Columbus,OH,43228,5140 Trabue Rd,Columbus,OH,43228,5a1443f2-ef6d-5ec4-913c-b8e689f4a9ae,560-154572,-83.002196,40.013495
Self Storage Company,Self Storage Company,,058289793,"5140 TRABUE RD, COLUMBUS, OH 43228",www.storquest.com,6144659650,531130,Lessors of Miniwarehouses and Self-Storage Units,42259902,"Miniwarehouse, warehousing",1,,Branch,5140 Trabue Rd,Columbus,OH,43228,5140 Trabue Rd,Columbus,OH,43228,5a1443f2-ef6d-5ec4-913c-b8e689f4a9ae,560-154572,-83.136009,39.982809
U-Haul Neighborhood Dealer,U-Haul Neighborhood Dealer,,070940059,"5140 TRABUE RD, COLUMBUS, OH 43228",www.uhaul.com,6143357995,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",75130000,"Truck rental and leasing, no drivers",8,2018,Single Location,5140 Trabue Rd,Columbus,OH,43228,5140 Trabue Rd,Columbus,OH,43228,5a1443f2-ef6d-5ec4-913c-b8e689f4a9ae,560-154572,-83.136009,39.982809
"America's Floor Source, LLC","America's Floor Source, LLC",,926520300,"3436 MILLENNIUM CT, COLUMBUS, OH 43219",www.americasfloorsource.com,6148083915,449121,Floor Covering Retailers,57139901,Carpets,50,2000,HQ,3442 Millennium Ct,Columbus,OH,43219,3436 Millennium Ct,Columbus,OH,43219,787cb12e-d57c-5ca0-9f97-0a59c833bde4,010-271649,-82.918451,40.018142
"Glr Enterprises, LLC","Glr Enterprises, LLC",,059888497,"3436 MILLENNIUM CT, COLUMBUS, OH 43219",,6144791100,541618,Other Management Consulting Services,87480000,"Business consulting, nec",1,2013,Single Location,3442 Millennium Ct,Columbus,OH,43219,3436 Millennium Ct,Columbus,OH,43219,787cb12e-d57c-5ca0-9f97-0a59c833bde4,010-271649,-82.918451,40.018142
"America's Floor Source, LLC","America's Floor Source, LLC",,602241767,"3436 MILLENNIUM CT, COLUMBUS, OH 43219",www.americasfloorsource.com,6145590015,812990,All Other Personal Services,72999906,Home improvement and renovation contractor agency,4,,Branch,3436 Millennium Ct,Columbus,OH,43219,3436 Millennium Ct,Columbus,OH,43219,787cb12e-d57c-5ca0-9f97-0a59c833bde4,010-271649,-82.918709,40.018168
"Stover Industries, Ltd.","Stover Industries, Ltd.",,147215388,"222 STOVER DR, DELAWARE, OH 43015",www.stoveronline.com,,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,73590000,"Equipment rental and leasing, nec",2,1989,Single Location,222 Stover Dr,Delaware,OH,43015,222 Stover Dr,Delaware,OH,43015,b44e824c-33dd-51ac-9912-c84c508fa0a7,419-210-01-008-000,-83.09261,40.279068
"American Howa Kentucky, Inc.","American Howa Kentucky, Inc.",,040451851,"222 STOVER DR, DELAWARE, OH 43015",www.howagrp.com,,999990,Unclassified Establishments,99990000,Nonclassifiable establishments,0,2011,Single Location,222 Stover Dr,Delaware,OH,43015,222 Stover Dr,Delaware,OH,43015,b44e824c-33dd-51ac-9912-c84c508fa0a7,419-210-01-008-000,-83.09261,40.279068
Public Storage,Public Storage,,062855799,"2221 HILLIARD ROME RD, HILLIARD, OH 43026",www.publicstorage.com,6148504800,493190,Other Warehousing and Storage,42260200,Household goods and furniture storage,2,,Branch,2221 Hilliard Rome Rd,Hilliard,OH,43026,2221 Hilliard Rome Rd,Hilliard,OH,43026,7848649f-12b6-5e94-95ee-67d4647b79d8,560-168617,-83.154211,39.996532
Cardinal Self Storage Hilliard LLC,Cardinal Self Storage Hilliard LLC,,007057089,"2221 HILLIARD ROME RD, HILLIARD, OH 43026",www.hilliardsouthselfstorage.com,6148504800,531130,Lessors of Miniwarehouses and Self-Storage Units,42259903,"Warehousing, self storage",2,2012,Single Location,2221 Hilliard Rome Rd,Hilliard,OH,43026,2221 Hilliard Rome Rd,Hilliard,OH,43026,7848649f-12b6-5e94-95ee-67d4647b79d8,560-168617,-83.154211,39.996532
TJX Corporate Techno,TJX Corporate Techno,,059500572,"6595 NEW ALBANY RD E, NEW ALBANY, OH 43054",www.tjx.com,6148556147,458110,Clothing and Clothing Accessories Retailers,56510000,Family clothing stores,2,2011,Single Location,6595 New Albany Rd E,New Albany,OH,43054,6595 New Albany Rd E,New Albany,OH,43054,cf451446-3f45-530f-997f-1dd6f8ba0bba,222-004441,-82.810643,40.103876
Short North Storage,Short North Storage,,123297584,"817 INGLESIDE AVE, COLUMBUS, OH 43215",www.shortnorthstorage.com,6143251391,493110,General Warehousing and Storage,42250000,General warehousing and storage,2,2019,Single Location,555 Buttles Ave,Columbus,OH,43215,817 Ingleside Ave,Columbus,OH,43215,70f2f93b-8bb3-5164-a36c-20b1febc152d,010-008451,-83.019168,39.977214
Short North Storage,Short North Storage,,084127110,"817 INGLESIDE AVE, COLUMBUS, OH 43215",,6145697657,531130,Lessors of Miniwarehouses and Self-Storage Units,42259903,"Warehousing, self storage",2,2017,Single Location,829 Ingleside Ave,Columbus,OH,43215,817 Ingleside Ave,Columbus,OH,43215,70f2f93b-8bb3-5164-a36c-20b1febc152d,010-008451,-83.019966,39.977254
"Northwest News Co., Inc.","Northwest News Co., Inc.",,022519819,"2111 INTERNATIONAL ST, COLUMBUS, OH 43228",www.bngmsla.com,,424920,"Book, Periodical, and Newspaper Merchant Wholesalers",51929902,Magazines,3,,Branch,2131 International St,Columbus,OH,43228,2111 International St,Columbus,OH,43228,71aa602a-8f4f-5d48-a950-1b48b256d573,560-241819,-83.136922,39.996748
"Freight Force, Inc.","Freight Force, Inc.",,030605508,"2111 INTERNATIONAL ST, COLUMBUS, OH 43228",www.agentforfreightforce.com,6143510400,488510,Freight Transportation Arrangement,47310000,Freight transportation arrangement,9,,Branch,2181 International St,Columbus,OH,43228,2111 International St,Columbus,OH,43228,71aa602a-8f4f-5d48-a950-1b48b256d573,560-241819,-83.100291,39.968123
"Unlimited Transportation, Inc.","Unlimited Transportation, Inc.",,782777606,"2111 INTERNATIONAL ST, COLUMBUS, OH 43228",www.unlimitedtransportation.com,6143510400,484110,"General Freight Trucking, Local",42129903,"Delivery service, vehicular",15,2006,Single Location,2181 International St,Columbus,OH,43228,2111 International St,Columbus,OH,43228,71aa602a-8f4f-5d48-a950-1b48b256d573,560-241819,-83.135541,39.99685
"Fleetpride, Inc.","Fleetpride, Inc.",,118100540,"2111 INTERNATIONAL ST, COLUMBUS, OH 43228",www.fleetpride.com,6149656501,441330,Automotive Parts and Accessories Retailers,55310107,Truck equipment and parts,4,,Branch,2141 International St,Columbus,OH,43228,2111 International St,Columbus,OH,43228,71aa602a-8f4f-5d48-a950-1b48b256d573,560-241819,-83.136648,39.996756
Epoch LLC,Epoch LLC,,079867793,"2111 INTERNATIONAL ST, COLUMBUS, OH 43228",www.epochglobal.com,6149715115,459999,All Other Miscellaneous Retailers,59619925,Electronic shopping,6,2014,Single Location,2121 International St,Columbus,OH,43228,2111 International St,Columbus,OH,43228,71aa602a-8f4f-5d48-a950-1b48b256d573,560-241819,-83.137218,39.996696
"Pepperidge Farm, Incorporated","Pepperidge Farm, Incorporated",,057940691,"2111 INTERNATIONAL ST, COLUMBUS, OH 43228",www.pepperidgefarm.com,6143193509,445291,Baked Goods Retailers,54610000,Retail bakeries,3,,Branch,2111 International St,Columbus,OH,43228,2111 International St,Columbus,OH,43228,71aa602a-8f4f-5d48-a950-1b48b256d573,560-241819,-83.136419,39.996967
"Joye, Ltd","Joye, Ltd",,091157481,"3949 BUSINESS PARK DR, COLUMBUS, OH 43204",,,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",7,2013,Single Location,3949 Business Park Dr,Columbus,OH,43204,3949 Business Park Dr,Columbus,OH,43204,d9af7771-eecb-526e-850e-4e5559d7564e,570-233233,-83.108708,39.97699
Leona W Ayers M D,Leona W Ayers M D,,090762546,"2001 POLARIS PKWY, COLUMBUS, OH 43240",,6142933882,621111,Offices of Physicians (except Mental Health Specialists),80110000,Offices and clinics of medical doctors,5,2017,Single Location,2001 Polaris Pkwy,Columbus,OH,43240,2001 Polaris Pkwy,Columbus,OH,43240,c2451862-7b0c-5603-9cf0-d902e4775bea,318-443-02-003-000,-82.963659,40.142742
Altaf A Wani,Altaf A Wani,,605524466,"2001 POLARIS PKWY, COLUMBUS, OH 43240",,6142930865,541990,"All Other Professional, Scientific, and Technical Services",89990000,"Services, nec",1,2005,Single Location,2001 Polaris Pkwy,Columbus,OH,43240,2001 Polaris Pkwy,Columbus,OH,43240,c2451862-7b0c-5603-9cf0-d902e4775bea,318-443-02-003-000,-82.963659,40.142742
Polaris Innovation Centre,Polaris Innovation Centre,,104479231,"2001 POLARIS PKWY, COLUMBUS, OH 43240",,6142938000,622110,General Medical and Surgical Hospitals,80620000,General medical and surgical hospitals,8,2019,Single Location,2001 Polaris Pkwy,Columbus,OH,43240,2001 Polaris Pkwy,Columbus,OH,43240,c2451862-7b0c-5603-9cf0-d902e4775bea,318-443-02-003-000,-82.963659,40.142742
Steven Dambrosio,Steven Dambrosio,,603928727,"2001 POLARIS PKWY, COLUMBUS, OH 43240",,6142937220,813920,Professional Organizations,86219906,Professional standards review board,1,2005,Single Location,2001 Polaris Pkwy,Columbus,OH,43240,2001 Polaris Pkwy,Columbus,OH,43240,c2451862-7b0c-5603-9cf0-d902e4775bea,318-443-02-003-000,-82.963659,40.142742
Robert M Snapka,Robert M Snapka,,603744876,"2001 POLARIS PKWY, COLUMBUS, OH 43240",,6142930822,541611,Administrative Management and General Management Consulting Services,87420000,Management consulting services,1,2005,Single Location,2001 Polaris Pkwy,Columbus,OH,43240,2001 Polaris Pkwy,Columbus,OH,43240,c2451862-7b0c-5603-9cf0-d902e4775bea,318-443-02-003-000,-82.963659,40.142742
"Ohio Metal Technologies, Inc.","Ohio Metal Technologies, Inc.",,962597050,"470 JOHN ALFORD PKWY, HEBRON, OH 43025",www.ohiometal.net,7409288288,332312,Fabricated Structural Metal Manufacturing,34410000,Fabricated structural Metal,80,1996,Single Location,470 John Alford Pkwy,Hebron,OH,43025,470 John Alford Pkwy,Hebron,OH,43025,e2b831c8-7ba8-50c2-9bec-916dc01d5af1,075-329766-00.000,-82.485819,39.973469
Ohashi Technica U.S.A. Inc.,Ohashi Technica U.S.A. Inc.,,180050387,"111 BURRER DR, SUNBURY, OH 43074",www.ohashiusa.com,7409655115,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,50130100,Automotive supplies and parts,50,1987,HQ,111 Burrer Dr,Sunbury,OH,43074,111 Burrer Dr,Sunbury,OH,43074,07eb7407-361b-5070-9335-ecf014fd345c,417-412-02-003-000,-82.866071,40.242843
Jet's Pizza,Jet's Pizza,,030913733,"111 BURRER DR, SUNBURY, OH 43074",www.jetspizza.com,,722513,Limited-Service Restaurants,58120600,Pizza restaurants,13,2013,Single Location,167 State Route 3,Sunbury,OH,43074,111 Burrer Dr,Sunbury,OH,43074,07eb7407-361b-5070-9335-ecf014fd345c,417-412-02-003-000,-82.869621,40.244956
"Jet's America, Inc.","Jet's America, Inc.",,055631087,"111 BURRER DR, SUNBURY, OH 43074",www.jetspizza.com,,722513,Limited-Service Restaurants,58120600,Pizza restaurants,1,,Branch,167 State Route 3,Sunbury,OH,43074,111 Burrer Dr,Sunbury,OH,43074,07eb7407-361b-5070-9335-ecf014fd345c,417-412-02-003-000,-82.869621,40.244956
Ohashi Nakahyo U.S.A. Inc.,Ohashi Nakahyo U.S.A. Inc.,,117185302,"111 BURRER DR, SUNBURY, OH 43074",,7409655115,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,50130105,Automotive engines and engine parts,2,2018,Single Location,105 Burrer Dr,Sunbury,OH,43074,111 Burrer Dr,Sunbury,OH,43074,07eb7407-361b-5070-9335-ecf014fd345c,417-412-02-003-000,-82.865811,40.243344
Ohashi Technica U.S.A. Manufacturing Inc.,Ohashi Technica U.S.A. Manufacturing Inc.,,961938420,"99 BURRER DR, SUNBURY, OH 43074",,7409659002,339993,"Fastener, Button, Needle, and Pin Manufacturing",39650300,Fasteners,12,1994,Single Location,99 Burrer Dr,Sunbury,OH,43074,99 Burrer Dr,Sunbury,OH,43074,ccb44f08-189e-5b14-a96c-140689561c84,417-412-02-002-000,-82.865364,40.243736
"Premium Beverage Supply, Ltd.","Premium Beverage Supply, Ltd.",,780847203,"3701 LACON RD, HILLIARD, OH 43026",www.premiumbeveragesupply.com,6147771007,445320,"Beer, Wine, and Liquor Retailers",59210101,Beer (packaged),92,1995,Single Location,3701 Lacon Rd,Hilliard,OH,43026,3701 Lacon Rd,Hilliard,OH,43026,8e28d3fe-57ea-5692-9a21-dcbaf0f106ee,050-002861,-83.135133,40.028485
"Highcom Armor Solutions, Inc.","Highcom Armor Solutions, Inc.",,830064452,"3701 LACON RD, HILLIARD, OH 43026",www.highcomarmor.com,6142196989,423690,Other Electronic Parts and Equipment Merchant Wholesalers,50659903,Security control equipment and systems,4,,Branch,3701 Lacon Rd,Hilliard,OH,43026,3701 Lacon Rd,Hilliard,OH,43026,8e28d3fe-57ea-5692-9a21-dcbaf0f106ee,050-002861,-83.135133,40.028485
"Sportsohio, Inc.","Sportsohio, Inc.",Soccer First,833173834,"6490 DUBLIN PARK DR, DUBLIN, OH 43016",www.sportsohio.org,,713990,All Other Amusement and Recreation Industries,79991500,"Tourist attractions, amusement park concessions and rides",8,,Branch,6490 Dublin Park Dr,Dublin,OH,43016,6490 Dublin Park Dr,Dublin,OH,43016,3e39e7f9-e106-5c64-bd4e-4ec719488c70,274-000133,-83.184404,40.101699
"Soccer First, Inc.","Soccer First, Inc.",,794292656,"6490 DUBLIN PARK DR, DUBLIN, OH 43016",www.sportsohio.org,6148891115,339920,Sporting and Athletic Goods Manufacturing,39491305,Soccer equipment and supplies,7,1995,HQ,6490 Dublin Park Dr,Dublin,OH,43016,6490 Dublin Park Dr,Dublin,OH,43016,3e39e7f9-e106-5c64-bd4e-4ec719488c70,274-000133,-83.184404,40.101699
3820 Zane Trace LLC,3820 Zane Trace LLC,,091305483,"4477 REYNOLDS DR, HILLIARD, OH 43026",,,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",7,2015,Single Location,4477 Reynolds Dr,Hilliard,OH,43026,4477 Reynolds Dr,Hilliard,OH,43026,7b838573-ed82-576c-9a50-b9c931c2ae89,050-004027,-83.136133,40.039686
Baseman,Baseman,,116967195,"4477 REYNOLDS DR, HILLIARD, OH 43026",,6148502723,541613,Marketing Consulting Services,87420300,Marketing consulting services,1,2019,Single Location,4477 Reynolds Dr,Hilliard,OH,43026,4477 Reynolds Dr,Hilliard,OH,43026,7b838573-ed82-576c-9a50-b9c931c2ae89,050-004027,-83.138905,40.039078
"Baesman Group, Inc.","Baesman Group, Inc.",,004297248,"4477 REYNOLDS DR, HILLIARD, OH 43026",www.baesman.com,6147712300,323111,Commercial Printing (except Screen and Books),27520000,"Commercial printing, lithographic",86,1952,HQ,4477 Reynolds Dr,Hilliard,OH,43026,4477 Reynolds Dr,Hilliard,OH,43026,7b838573-ed82-576c-9a50-b9c931c2ae89,050-004027,-83.138905,40.039078
"Planes Moving & Storage, Inc.","Planes Moving & Storage, Inc.",,041815755,"2131 DIVIDEND DR, COLUMBUS, OH 43228",www.teamplanes.com,6148500611,484210,Used Household and Office Goods Moving,42120400,Moving services,6,,Branch,2131 Dividend Dr,Columbus,OH,43228,2131 Dividend Dr,Columbus,OH,43228,1fcab128-6a23-518d-bf8e-3c4eb3b47198,560-210794,-83.121267,39.995932
Public Storage,Public Storage,,053033649,"4350 S HAMILTON RD, GROVEPORT, OH 43125",www.publicstorage.com,6146104575,531130,Lessors of Miniwarehouses and Self-Storage Units,42259903,"Warehousing, self storage",3,,Branch,4350 S Hamilton Rd,Groveport,OH,43125,4350 S Hamilton Rd,Groveport,OH,43125,b4953f14-3fb1-591f-8d74-a6b47f760e6f,185-000877,-82.881858,39.887259
Central Ohio Medical Textiles,Central Ohio Medical Textiles,Comtex,133377940,"575 HARMON AVE, COLUMBUS, OH 43223",www.comtexlaundry.com,6144539274,811490,Other Personal and Household Goods Repair and Maintenance,72199902,"Laundry, except power and coin-operated",150,2002,Single Location,575 Harmon Ave,Columbus,OH,43223,575 Harmon Ave,Columbus,OH,43223,daa3deea-d9dc-5552-bbac-273389da45a6,010-262367,-83.018661,39.948126
Quantum,Quantum,,049414753,"1855 JAMES PKWY, HEATH, OH 43056",,7409295521,424690,Other Chemical and Allied Products Merchant Wholesalers,51690800,"Synthetic resins, rubber, and plastic materials",2,2001,Single Location,1855 James Pkwy,Newark,OH,43056,1855 James Pkwy,Heath,OH,43056,add0f4a9-3ad0-58cb-9db3-8fa3d2fa92c1,080-331194-01.000,-82.476746,40.00153
Ampacet Corporation,Ampacet Corporation,,012095225,"1855 JAMES PKWY, HEATH, OH 43056",www.ampacet.com,7409295521,325199,All Other Basic Organic Chemical Manufacturing,28690000,"Industrial organic chemicals, nec",135,,Branch,1855 James Pkwy,Newark,OH,43056,1855 James Pkwy,Heath,OH,43056,add0f4a9-3ad0-58cb-9db3-8fa3d2fa92c1,080-331194-01.000,-82.476746,40.00153
Public Storage,Public Storage,,116864766,"4965 GENDER RD, CANAL WINCHESTER, OH 43110",www.publicstorage.com,6149201737,531130,Lessors of Miniwarehouses and Self-Storage Units,42259903,"Warehousing, self storage",2,2018,Single Location,4965 Gender Rd,Canal Winchester,OH,43110,4965 Gender Rd,Canal Winchester,OH,43110,b58fa7a2-61df-5bbe-8007-45646a75b3fb,010-260513,-82.826502,39.881669
Freight Wing Inc.,Freight Wing Inc.,,122732136,"1201 ETNA PKWY, ETNA, OH 43062",www.ridgecorp.com,7409510670,561110,Office Administrative Services,87410000,Management services,2,2016,Single Location,1201 Etna Pkwy,Etna,OH,43062,1201 Etna Pkwy,Etna,OH,43062,4996b627-99e9-58b4-8735-7a8766418185,010-017154-00.004,-82.706222,39.959683
Ridge Corporation,Ridge Corporation,,025155824,"1201 ETNA PKWY, ETNA, OH 43062",www.ridgecorp.com,6144217434,332313,Plate Work Manufacturing,34430600,Liners/lining,69,1994,HQ,1201 Etna Pkwy,Etna,OH,43062,1201 Etna Pkwy,Etna,OH,43062,4996b627-99e9-58b4-8735-7a8766418185,010-017154-00.004,-82.706222,39.959683
Trane Parts Center,Trane Parts Center,,556286230,"2300 CITYGATE DR, COLUMBUS, OH 43219",www.trane.com,6144733167,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,35850400,"Parts for heating, cooling, and refrigerating equipment",2,2005,Single Location,2300 Citygate Dr,Columbus,OH,43219,2300 Citygate Dr,Columbus,OH,43219,c551cf4a-02bb-5c45-8fd2-c3a7e02c56de,010-255304,-82.920486,40.016584
